Sentimiento
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
N
N
N
P
N
N
P
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
NEU
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
P
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
NEU
N
N
N
N
N
P
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
P
N
N
P
N
P
N
N
P
N
N
N
N
P
N
N
P
N
P
N
N
P
N
N
N
N
N
P
N
N
N
N
N
P
P
N
N
N
P
N
N
P
N
N
P
P
N
N
P
N
N
P
N
N
N
P
P
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
P
P
P
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
NEU
N
N
N
N
P
P
N
N
N
N
N
N
NEU
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
P
P
P
N
N
N
N
N
N
N
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
P
N
N
N
P
P
P
N
P
P
P
P
N
N
P
P
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
P
N
N
N
N
N
N
N
N
P
P
N
N
N
P
N
N
N
P
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
P
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
P
N
P
N
N
P
P
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
P
N
P
P
N
N
N
P
N
N
P
N
N
N
N
N
P
P
N
N
N
N
N
N
P
P
P
N
N
N
N
P
N
P
N
P
P
N
N
N
P
P
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
P
P
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
P
P
P
N
N
P
P
P
N
N
N
N
P
P
N
P
P
N
N
P
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
P
N
P
N
N
P
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
NEU
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
NEU
N
N
P
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
P
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
P
N
N
N
P
N
N
N
N
N
N
P
P
P
P
P
P
P
P
N
N
P
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
P
P
N
P
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
NEU
N
P
P
P
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
N
N
N
P
N
N
N
N
P
P
N
N
P
N
N
N
P
N
P
N
N
N
N
P
N
N
P
N
N
N
N
P
N
N
N
N
P
P
N
N
NEU
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
N
N
N
N
N
P
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
NEU
P
N
N
N
N
P
N
N
P
N
P
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
P
N
N
P
N
N
P
N
N
N
N
N
N
P
N
N
P
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
P
N
N
N
P
P
P
N
N
P
P
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
P
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
P
N
P
N
N
N
N
N
P
P
N
N
N
N
N
P
P
P
P
N
P
N
P
N
P
N
P
P
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
P
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
N
N
P
N
N
P
P
N
N
P
P
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
P
N
P
N
N
P
N
P
P
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
P
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
P
N
P
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
NEU
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
P
P
P
P
P
N
P
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
P
N
P
N
N
N
N
P
N
N
N
P
P
N
N
N
N
N
N
N
N
N
P
P
P
N
N
P
N
N
N
N
N
N
P
N
N
N
P
P
P
P
N
P
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
P
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
P
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
P
P
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
P
P
P
P
P
N
P
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
P
N
N
P
N
N
N
N
N
N
P
N
N
N
P
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
P
N
P
P
P
P
P
P
P
N
N
P
N
N
N
P
N
N
N
N
P
P
P
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
P
N
P
N
P
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
NEU
N
N
N
N
N
N
N
P
N
N
P
P
N
N
N
N
P
P
N
P
N
N
P
N
N
P
N
P
N
N
N
N
N
N
N
P
N
P
P
N
N
N
P
P
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
P
P
N
N
P
P
P
P
P
N
N
N
P
N
P
P
N
N
P
N
N
N
N
N
N
P
N
N
N
P
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
P
N
P
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
P
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
P
P
P
P
P
P
P
P
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
P
P
N
N
N
N
P
P
N
P
N
P
N
N
N
P
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
P
P
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
P
N
N
N
N
N
N
N
N
P
N
NEU
NEU
P
N
P
P
N
N
N
N
N
N
P
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
P
P
N
N
N
N
P
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
P
P
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
P
P
P
N
P
N
P
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
P
N
P
P
N
P
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
P
P
P
P
P
P
P
P
N
N
N
P
N
N
N
N
P
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
P
N
N
N
N
P
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
P
P
P
N
P
P
P
P
P
P
P
P
P
N
N
P
P
N
N
N
N
P
P
N
P
P
N
N
N
N
N
P
N
P
P
P
P
P
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
P
P
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
P
N
N
N
N
P
N
P
N
N
P
N
N
N
N
P
N
N
N
N
N
N
P
P
P
N
N
P
P
N
N
N
N
N
N
N
N
P
NEU
N
N
N
N
N
P
N
N
N
N
N
N
P
N
P
P
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
N
N
N
N
P
N
P
N
N
N
P
N
N
N
P
N
N
P
N
P
P
N
N
N
N
N
N
N
N
N
P
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
P
P
P
N
N
N
P
P
P
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
P
N
N
N
P
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
P
N
P
N
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
P
N
N
P
P
N
N
P
P
N
P
P
P
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
P
N
N
N
N
N
P
N
N
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
P
N
P
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
P
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
N
N
P
N
P
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
P
N
N
N
N
N
N
N
N
P
N
P
N
N
N
P
N
N
P
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
P
P
P
P
P
NEU
N
N
N
N
N
N
N
N
P
N
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
N
N
P
N
P
N
P
P
P
P
P
P
P
P
P
N
P
P
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
P
N
P
N
N
N
N
N
P
N
N
P
N
N
N
N
N
P
N
N
N
N
P
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
P
P
N
N
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
P
N
N
N
N
N
P
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
P
N
N
N
P
N
N
P
N
P
P
N
N
N
N
N
P
N
N
P
N
P
P
N
N
N
P
P
P
P
N
N
N
N
N
P
N
N
N
N
N
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
N
N
N
N
P
N
P
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
P
N
P
N
P
N
N
N
P
P
N
N
N
P
P
N
P
N
N
N
N
N
N
N
N
N
P
P
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
P
P
P
P
P
P
P
P
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
P
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
